comment,sentiment,length
mohtarma islam per letcur na dayn app islam khata hay kay kisi aurat ki awaz koi na meharam bhi na sunay or app ak shocial media per apni awaz pori dunyia may suna rahi hayn phalay kud amal karay phir kisi ko letcur dayn good day to everyone,neutral,241
ye apny share ki hai tu kya khayal hai apka is ky bary me,neutral,57
bilal khan g ki thi,neutral,19
agarap bhutt par yakin nh karte hoto dont mind ap make madina jo ek pather he use shetan samjh kar kyun kankar marte hothink aboutall our bright,neutral,144
allah in logon hinduon ko khana bhi deta hey in ka karbar bhi chalta hey yeh kheti bhi ugatey hain in ki naslain bhi chalti hain kia kaho ge khuda k barey mein in ko yeh sahooltain kyun di hain,neutral,193
ab ye loag islami jmhoria pakistan k liay vote mangty hai,neutral,57
munni taking selfie,neutral,19
tum bool lo phir,neutral,16
insan koi asa kam kray jis say bnda daira islam say bahir ho jy to woh nahi kerna chiy ye puja kis ki ho rai hy,neutral,111
aur tu zardari ka beta samad ahmad,neutral,34
baji bili,neutral,9
aey hanu aey,neutral,12
kessey g,neutral,8
kyun g,neutral,6
dekho yar yeah bhoto hy,neutral,23
kia huwa,neutral,8
bhai ruhani nahi deeni taleem kahain,neutral,36
allah sub ko hidayat da ameen,neutral,29
shawal k chand kee sarai naurang,neutral,32
karak charsadha waziristan say shahadatein mausul ho gayi,neutral,57
grey wolf kis famous epithet ka nick name hy,neutral,44
khawah woh zalim ho ya mazloom,neutral,30
when pakistan withdrewed from the organization of seato south east asia treaty organization,neutral,91
maulana wasi opposition leader jui_f,neutral,36
asaasu ki tafseelat talub rpt m ali jokhio,neutral,42
kse index pr pouch gia,neutral,22
es se pehle roz ki namazon mein parhi janay wali namazein ki tadad mein tee,neutral,75
parwazo n ki taadad benal aqwami aur andron mulki mujoda tayaro ki tadaad hawaye addy,neutral,85
which is the mosque in which the qiblah was changed from al aqsa to ka abah,neutral,75
apny khany aor bistary samet apny qaribi markaz asar say pehly tashreef layen,neutral,77
aug asha lawn near muka chowk fb area,neutral,37
tahir ul qadri ka inqalab,neutral,25
nakam tareen inqalab tha ya kamyab tareen inqalab tha,neutral,53
un letters me kia tha,neutral,21
ussay bata do keh ammaan thori hai msg for news from lovers,neutral,59
answer choonti ant aesa insect jandar hai jo kabhi nahi sota,neutral,60
be namazi bhi thy aur be gunah bhi,neutral,34
nahi dekha to aaj dekh lijiye click,neutral,35
ab pesh hai,neutral,11
wo konsa khan hai,neutral,17
aankh kholi to takiya pya,neutral,25
kisy yaken ho ga ksi se ye ja k kahon,neutral,37
udhar say ho ibtada,neutral,19
barsoon guzar gaye hain yahee sochty huye saim,neutral,46
woh misunderstanding kia hai,neutral,28
jinn se bat karna chahty hain to yhan click,neutral,43
ulma deoband india ka fatwa read,neutral,32
koe meri mali mdad karna chahe to cntact,neutral,40
ans gt hazrat adam a s amp hazrat dawood a s ko,neutral,47
saudi arabia ka qoumi nishan kia hy,neutral,35
chalo choro,neutral,11
gandum farham karney wala dosra,neutral,31
saktay hai iran nay crore lakh hazar,neutral,36
registered voters ki fehrist jari kardi,neutral,39
waqt ko badlne me zindagi lag jati hai,neutral,38
internet pr mojod tamam information data ka wazn gram hy rait k sb se choty zar ry se bhi kam wazan hy,neutral,102
apna raaz posheeda rakhta hai,neutral,29
wo goya apni salamti ko apne,neutral,28
nay wafaqi wazir e khazana ki,neutral,29
amni case fori toor per dera,neutral,28
pakistani waqt k mutabiq asteriod zamin per se aaj raat am per guzryga,neutral,70
kisi bhi jamat say intekhabi itehad na kerne ka elan,neutral,52
note lazmi lagana space nahi dni,neutral,32
har amal k andar us ka anjaam youn chupa hota hai jesay beej k andar darakht,neutral,76
jo qoum moseeqi me doobay phir,neutral,30
ussay ezzat k kinary pr koi,neutral,27
tb call ka ksy pta chlta tha,neutral,28
manzil to teri yehi ti,neutral,22
bs zindagi guzar gai ate ate,neutral,28
tumhen tum jaisa na mil jaye,neutral,28
wafaqi hukomat nay rabi ul awwal jummay ko mulk bhar me aam tateel ka elaan kar dia,neutral,83
sooraj garam zaroor hota hai magar na ho to andhera chhaa jata hai,neutral,66
dfa prh kr agy snd kry amp apni gnti ad krn,neutral,43
pst ke posts education department ke test nts ke neghrani me ho rahe hen say tak,neutral,80
india england ko shikast daine ki baad icc odi rankings main phely number per ageya,neutral,83
asad usmani nisar shah farid khan ishtiaq ahmed or khurram bhatti ki shirkat,neutral,76
apni raai dijiye,neutral,16
ulma e ehle sunnat ka aaj sham khi press club per muzahiray ka elan,neutral,67
jawab aanay per apna mobile number per bhejein,neutral,46
zarurat hai male ya female accountant ki,neutral,40
minimum experience saal ka hona chahiye,neutral,39
ek distributor ko order bookers ki zaroorat hai,neutral,47
area defence clifton se waqif hon,neutral,33
korangi uc west uc or uc se mqm ke chairmen muntakhib,neutral,53
dist east uc ward cnic no per bhej ker apna vote maloom karen or hanger ko vote de kr kamyab karen ramzan natha,neutral,111
embriodery k lye out door emandar larkay or checking k lye checker or cropping k lye helper chaheya,neutral,99
me female receptionist ki zaroorat hai,neutral,38
vote kahaan daalein,neutral,19
hyderabad ke plots ke liay bhi rabta karen,neutral,42
ramzan natha k himayat yafta umeedwar sameer qureshi or nawaz tanoli ki himayat me aaj raat bajay baran goth me jalsa hoga,neutral,122
dist east uc ward ki awam se appeal,neutral,35
dakhlay jari hain,neutral,17
ar tabba sports complex me apmf job fair ka agaz ho gaya hai,neutral,60
results dekhiye humaray page per,neutral,32
school n nazimabad c block urgently needs teacher secondary urdu preferably ma in urdu walk in interviews,neutral,105
uc azizabad se pervez musharraf k himayat yafta umeedwar sab say pehle pakistan penal vote pressure cooker,neutral,106
sirf korangi k log rabta karen,neutral,30
media ne bajte he gair sarkari nataij dena shuru ker diye,neutral,57
zarorat hai clifton me shoes ki branch k lye tajurbakar salesmen ki,neutral,67
job timing hours hai,neutral,20
zaroratmand afrad rabta karain,neutral,30
awam ki govt se notice lene ki appeal,neutral,37
points k izafay k baad points per band,neutral,38
visit facebook com citynews,neutral,27
kayi saalo se wahan rehnay wale afrad ki syasi jamato se madad ki appeal,neutral,72
court ne ig sindh ko moon garden khali karanay ka hukum de rakah hai,neutral,68
white shirt red trouser or blue chappal pehni hui hai,neutral,53
gulshane hadid k qaribi rehaishi photoshop corel desiner ki zarurat hai,neutral,71
itlaaq aaj raat bajay se hoga,neutral,29
zarurat ek sales boy aur ek supervisor ki manufacturing company main,neutral,68
raat baje k baad sindh govt k tarjuman ne mohorram ko taleemi idare kholne ka bayan de dia,neutral,90
supply k ley suzuki ya shahzor ki zarorat hai,neutral,45
oct wed ko aam tateel ka elan kedia nortification jari,neutral,54
hamain kapre ki product sale k lye khwateen hazrat ki zarorat hai jo part time kam kerna chahte hon,neutral,99
ek frozen food company ko sales ke liye fori larkon ki zarorat,neutral,62
ek food company ko retail shops par supply karne walon ki zarorat hai jin ki khud supplies ka kam ho rabta karin,neutral,112
st oct pm five star chourangi per mana rahi hai awam se bhurpur andaz main shirkat ki apeal,neutral,91
nishani bata ker lesakty hain,neutral,29
ab chalay ge aap ki marzi tayyar cottages me fori rehaish sirf par qabza baqaya,neutral,79
years me rehtay hue,neutral,19
al khidmat jamia binoria samet registered siyasi or mazhabi jamaton ko khalen jama kerne ki ijazat,neutral,98
zaiqay ki duniya me jana pehchana naam dera,neutral,43
chand raat m mehndi lgany wali larkiyon ki zarurt hae,neutral,53
cm ka maah e ramzan me tamam markets raat bajay band kernay ka hukum dafa nafiz,neutral,79
har jaga allah se daro gunah k bad neki karo neki gunah ko mita day gi logon k sath achay akhlaq se pesh aao,neutral,108
pakistan ka srilanka k khilaaf toss jeet kar batting ka faisla,neutral,62
sathi mere baad tehreek jari rakhen,neutral,35
rozay daar gandi baaten na karen agar koi us se laray ya gaali day tau keh day mera roza hai,neutral,92
bachao k lye aman doctor se fori mashwara len,neutral,45
kisi shakhs k liye ye halal nahi k woh apnay musalman bhai se din se ziyada talluqaat khatam rakhay,neutral,99
hukkam notice lein,neutral,18
srilanka ne pakistan ko doosray test match me wickets se shikast de ker series se barabar ker di,neutral,96
waliden se acha sulook karo jab wo bor rhay hojain tau unhen ufff tak na kaho aur na hi jharko,neutral,94
kal youm e ali ra per rangers police k sath faraiz anjam degi,neutral,61
aik juice bananay wali company ko packing k lye workers ki zarurat hai,neutral,70
atter perfume type amp desi oils badam narial amla chambeli bakhor dan,neutral,70
marhomeen k lye dua e maghfirat ki darkuast,neutral,43
har musalman mard aurat ghulam aazad chotay baray per namaz e eid se pehlay sadqa e fitr dena lazim hai,neutral,103
is se qabal fees rupay thi,neutral,26
operation k baad mqm ki karkunan nine zero pohoncha shuru,neutral,57
meray baad rabta committee party sambhalay,neutral,42
anjam e gulistan kia hoga,neutral,25
aapke elaqay me mausam kaisa hai,neutral,32
jub tak poori report nhi aati tamam baten qabal az waqt hein,neutral,60
university road rim jhim tower k sath taqreeban tayar project me chand mansookh shuda flats dastyab hein,neutral,104
matric middle pas workers ki zarorat hai,neutral,40
science group me kamyabi ka tanasub or general me raha,neutral,54
aapkay elaqay me aaj markets or karobar ki kia position hai,neutral,59
ek construction company ko plaster chunai tile fixer thakedar ki fori zaroorat hain,neutral,83
aug se school kholenge,neutral,22
karachi k tamam schools august monday se khulenge notification jari,neutral,67
talimi idaray aug ko nahi aug ko khole jaenge tarjuman cm sindh,neutral,63
commissioner khi se notice le kr spray kerne ki appeal,neutral,54
mqm london k rehnuma m anwar ne apne khandan or apne pakistani honay k dastavezi saboot pesh ker diye,neutral,101
asad raza waleed saad hashmi or shayan k lye mqm ne mumalik ko khat likh dia,neutral,76
doctor hospital ki malumat k lye mobile landline se call karen,neutral,62
yaad rahay aisi khabarein pehlay bhi aa chuki hein,neutral,50
intizamia notice lay,neutral,20
furniture ki shop k lye mahanti helper ki zarurat hay jo k furniture ki safai kar sakay or isko utha sakay,neutral,106
police rangers notice lein,neutral,26
a blood chaiya,neutral,14
ko cmh malir me please delicase hai,neutral,35
awam se shirkat ki appeal,neutral,25
enginerng me nataij ka tanasub or scince raha,neutral,45
nataij kia hongay,neutral,17
beautician amp receptionist ki zaroorat hai,neutral,43
fb area sageer center k pass aluminium die casting k tajurbakar,neutral,63
supervisor amp machine operator ki zarurat hai,neutral,46
election tribunal ne na multan ka faisla jehangir tareen pti k haq me de dia,neutral,76
karkunan ki badi tadad pohonchna shuru,neutral,38
idara noor e haq me taqreeb jari liaquat baloch sajjad mir shahnawaz farooqi hafiz naeem shareek,neutral,96
commercial amp semi commecial apne ghar company main pani ki kami khtam karne k lye boring specialist,neutral,101
admission ki akhiri tarikh th sep aj he rabta kijiye,neutral,52
mumtaz aalim e deen shah turab ul haq qadri ki ehlya ki namaz e janaza subha darul uloom amjadia masjid me ada ki jaigi,neutral,119
wafa ki tasveeron,neutral,17
is faislay k baray me apni raai dijiye,neutral,38
zaroorat he toyota townace sky lite roof golden colour seter soofa seats purchase kerni hay real seller rabta kerain,neutral,116
salesman ki jo computer per kaam karna janta ho or gents garment ka experiance ho or ak helper,neutral,94
admission form th august tak kisi bhi college se muft wasool or jama karai ja saktay hein,neutral,89
zulfiqar ali bhutto pakistan kay pehlay muntakhab wazireazam aur siasat ko drawing room say nikal kar awam mein lanay walay pehlay pakistani rahnuma january ko sir shahnawaz bhutto kay han al murtaza larkana sindh mein paida huye,neutral,229
sir shahnawaz bhutto namwar siasatdan aur tehreekepakistan kay markazi rehnumaon mein say aik thay aur baresaghir pak o hind mein sindh aur bombay ki saisat kay markazi satoon manay jatay thay,neutral,192
bhutto khandan sindh anay say qabal zila hisar kay aham qasba sarsa kay aik gaon mozu bhutto mein abad tha aur isi monasbat say usey bhutto kaha jata hai,neutral,153
yeh gaon ab bhi sarsawati kay kinaray abad hai sarsa aik aham railway station bhi tha,neutral,85
sikhon kay zamanay mein jab dariya saraswati khushk ho gia aur,neutral,62
iss khandan kay afrad sindh ki taraaf hijrat kerkay larkana mein moqeem ho gaye,neutral,79
aur pakistani tareekh per app nay itnay gehray asrat morattab keyeh kay inka ahatah karna kai jildon ka matqazi hay,neutral,115
zulfiqar ali bhutto nay bishop high school karachi sa ibtadai taleem hasil ki aur cathedral high school bombay say december mein senior cambridge ka imtahan pass kia september mein unhain america mein los angles ki junubi california university mein dakil karwadia gaya mein unho nay siasiat mein ba owners kiya,neutral,310
iss kay bad unhon nay christ church college oxford university mein dakhla lia jahan say mein unhon ney ma owners ki dirge hasil ki,neutral,130
taleem say farig hokar woh mein pakistan lautay aur amli zindagi ka aaghaz kia,neutral,78
woh sindh muslim law college mein juz waqti professor rahay aur wakalat bhi ki,neutral,78
zulfiqar ali bhutto dar asal amli siasat mein hissah lanay kay khahan thay,neutral,74
october ko mulk mein martial law laga to general ayub khan ko apni martial law cabnate kay leye qabileatemad aur ahal kar wazra darkar thay jo puranay siasat danon mein say na hon,neutral,179
chunanchay unhon nay iskander mirza ki shafarish per zulfiqar ali bhutu ko apni cabina mein shamil kar lia aur commerce ministry un kay hissay mein aie,neutral,151
agarchay bunyadi taur per woh kharja amoor mein dilchaspi rakhtay thay,neutral,70
jnauary mein un kay mehakamy badal deye gaie aur woh itlaat aur qoumi tameer nou kay wazir bana deye gai,neutral,104
baad azan indhan qudrati wasail aur bijli kay mehakamay bhi unhain hi sonp deye gai,neutral,83
chunanchay january mein unhain wizarat kharja daydi gai,neutral,55
halat ka baghor jaiza lanay kay bad november ko lahore mein unhon nay pakistan peoples party kay qiyam ka allan ker deya,neutral,120
magrabi mofkain kay motala nay unhain magrabi andaz siasat sikhaya woh awam ki nafsiat say agah thay aur un kay jazbat ko ubharna khub jantay tahy,neutral,146
yeh martaba russia ke president aur aik martaba prime minister ban chuke hain,neutral,77
putin russia sarbarah mumlikat banne wale sab se kam umer shakhs hain inho ne yeh aezaaz sirf baras ki umer mein hasil kiya,neutral,123
inhe zehni aur jismani har lihaaz se aik sakhtgeer leader samjha jata hai,neutral,73
mauqir american jareede time magazine ne putin ki qaidana salahiyaton ka aiteraf karte hue inhe ka person of the year yani ki aeham tareen shakhsiyat qaraar diya hai,neutral,165
vladimir putin ne october ko sabqa soviet union ke shehar lennon grad ke aik ghareeb russian orthodox christian family mein janam liya,neutral,134
putin ko detective films se dili shaggaf tha aur inhe se mutassir ho kar inho ne qanoondaan ke bajae suragh risaan banne ka faisla kiya aur soviet khufiya agency kgb mein shamoliyat ikhteyar kar li,neutral,197
march ko vladimir putin ko russia ka naya sarbarah mumlikat muntakhib kar liya gaya,neutral,83
vladimir putin martaba sadar muntakhib ho chuke hain aur in ki meyaad march mein khatam ho rahi thi lekin tab bhi in ka yehi kehna tha ke russia ki taraqqi ke liye maujoda policies ka tasalsul aur khud in ka iqtedar mein rehna zarori hai,neutral,237
maino ne december ko italy ke qasbe luciana ke aik mutawasit gharane mein aankh kholi,neutral,85
rajiv gandhi se in ki mulaqat cambridge mein hui jahan dono zair e taleem the,neutral,77
is mulaqat se sonia gandhi ki zindagi he badal daali,neutral,52
jahan in ki saas indra gandhi prime minister ban chuki thin,neutral,59
sonia gandhi ko congress ki president chunn liya gaya aur mein wo parliament ki rukun muntakhib ho gai,neutral,102
pakistan mein awami saisat ko aik naya rukh aur naya cheyhrah danay walay muttahida qaumi movement kay bani aur quaid janab altaf hussain september ko karachi mein aik ghareb gharanay mein paida huye,neutral,199
